Shape_Area,Shape_Leng,Surface_PU,unique_id,origine,cluster_PC,cluster_DI,DI_reg,DI_6cat,sp_richnes,sum_max_ei,access,chantiers,ParcourRef,enjeux_Z,enjeu_2026,enjeux,prio_all,prio_txt
11243.20828580000,413.86860898500,1.12432082858,"1",DI terrain 2024,"-99","1","-99",peu envahi (1),"2","3",290.07070067500,Buffer de 500m autour d'un chantier historique,Restauration peu envahi,39.86635266880,"0",Faible enjeu de conservation à l'échelle du massif,76.00000000000,Fortes priorités - Top 50% (score compris entre 78 et 70)
17970.16001710000,556.31278072400,1.79701600171,"2",DI terrain 2024,"-99","1","-99",intact,"0","0",904.76152781100,Buffer de 200m autour d'un chantier historique,Surveillance,71.82742012990,"2",Fort enjeu de conservation à l'échelle du massif,90.00000000000,Très fortes priorités - Top 10% (score sup ou égal à 85)
40000.00000000000,800.00000000000,4.00000000000,"3",DI regional 2025,"-99","-99","0",intact,"0","-99",478.12374877900,Pas de chantiers connus dans les 5 dernières années,Surveillance,70.29842708590,"2",Fort enjeu de conservation à l'échelle du massif,78.00000000000,Fortes priorités - Top 50% (score compris entre 78 et 70)
9743.06735406000,392.95930928300,0.97430673541,"4",DI terrain 2024,"-99","1","-99",intact,"0","0",853.30519959600,Buffer de 500m autour d'un chantier historique,Surveillance,55.20200498740,"1",Enjeu de conservation intermédiaire à l'échelle du massif,84.00000000000,Très fortes priorités - Top 25% (score compris entre 84 et 79)
3976.49948165000,249.27743103300,0.39764994817,"5",DI terrain Piton de Caille 2021,"1","-99","-99",peu envahi (2),"1","3",153.64168771100,Chantiers dans les 5 dernières années,Restauration peu envahi,46.83375528700,"1",Enjeu de conservation intermédiaire à l'échelle du massif,75.00000000000,Fortes priorités - Top 50% (score compris entre 78 et 70)
14644.14200630000,574.26981597800,1.46441420063,"6",DI regional 2025,"-99","-99","3",très envahi (6),"0","-99",2606.52075195000,Pas de chantiers connus dans les 5 dernières années,Restauration très envahi,97.02003431890,"2",Fort enjeu de conservation à l'échelle du massif,52.00000000000,Priorités intermédiaires - Score compris entre 50 et 69
3885.87298229000,250.07145684500,0.38858729823,"7",DI terrain Piton de Caille 2021,"1","-99","-99",peu envahi (2),"1","3",825.06598789600,Buffer de 200m autour d'un chantier historique,Restauration peu envahi,69.63100864580,"2",Fort enjeu de conservation à l'échelle du massif,80.00000000000,Très fortes priorités - Top 25% (score compris entre 84 et 79)
14516.08308480000,498.65160034700,1.45160830848,"8",DI terrain 2024,"-99","1","-99",peu envahi (1),"0","0",1830.11220243000,Pas de chantiers connus dans les 5 dernières années,Restauration peu envahi,51.92040836260,"1",Enjeu de conservation intermédiaire à l'échelle du massif,66.00000000000,Priorités intermédiaires - Score compris entre 50 et 69
28640.05469100000,709.33549260900,2.86400546910,"9",DI terrain 2024,"-99","0","-99",intact,"0","0",3683.36659279000,Pas de chantiers connus dans les 5 dernières années,Surveillance,14.72451603700,"0",Faible enjeu de conservation à l'échelle du massif,63.00000000000,Priorités intermédiaires - Score compris entre 50 et 69
20039.21373850000,561.29124399300,2.00392137385,"10",DI terrain 2024,"-99","3","-99",moyennement envahi (3),"2","2",3050.38545238000,Pas de chantiers connus dans les 5 dernières années,Restauration moy envahi,58.25619363610,"2",Fort enjeu de conservation à l'échelle du massif,77.00000000000,Fortes priorités - Top 50% (score compris entre 78 et 70)
40000.00000000000,800.00000000000,4.00000000000,"11",DI regional 2025,"-99","-99","1",peu envahi (2),"0","-99",5609.39257812000,Pas de chantiers connus dans les 5 dernières années,Restauration peu envahi,27.02911941050,"0",Faible enjeu de conservation à l'échelle du massif,49.00000000000,Faibles Priorités - Score inférieur à 50
22432.00614380000,578.29272399600,2.24320061438,"12",DI terrain 2024,"-99","3","-99",intact,"0","0",2736.10988133000,Pas de chantiers connus dans les 5 dernières années,Surveillance,82.16108433790,"2",Fort enjeu de conservation à l'échelle du massif,85.00000000000,Très fortes priorités - Top 10% (score sup ou égal à 85)
9958.99925012000,396.51951093000,0.99589992501,"13",DI terrain 2024,"-99","1","-99",peu envahi (1),"0","0",203.21859741200,Chantiers dans les 5 dernières années,Restauration peu envahi,47.75923850490,"2",Fort enjeu de conservation à l'échelle du massif,77.00000000000,Fortes priorités - Top 50% (score compris entre 78 et 70)
20130.44433990000,562.52938529000,2.01304443399,"14",DI terrain 2024,"-99","1","-99",peu envahi (1),"0","0",2140.38277432000,Pas de chantiers connus dans les 5 dernières années,Restauration peu envahi,12.21072355200,"0",Faible enjeu de conservation à l'échelle du massif,58.00000000000,Priorités intermédiaires - Score compris entre 50 et 69
19894.89876420000,562.04395081600,1.98948987642,"15",DI terrain 2024,"-99","1","-99",intact,"0","0",833.90719028000,Pas de chantiers connus dans les 5 dernières années,Surveillance,29.33776907600,"0",Faible enjeu de conservation à l'échelle du massif,71.00000000000,Fortes priorités - Top 50% (score compris entre 78 et 70)
40000.00000000000,800.00000000000,4.00000000000,"16",DI regional 2025,"-99","-99","1",peu envahi (2),"0","-99",97.40150451660,Pas de chantiers connus dans les 5 dernières années,Restauration peu envahi,83.64609190460,"2",Fort enjeu de conservation à l'échelle du massif,82.00000000000,Très fortes priorités - Top 25% (score compris entre 84 et 79)
25452.15074150000,626.07272689800,2.54521507415,"17",DI terrain 2024,"-99","1","-99",peu envahi (1),"0","0",1103.50254428000,Buffer de 500m autour d'un chantier historique,Restauration peu envahi,37.24524280300,"1",Enjeu de conservation intermédiaire à l'échelle du massif,73.00000000000,Fortes priorités - Top 50% (score compris entre 78 et 70)
7438.94632660000,355.53999684500,0.74389463266,"18",DI regional 2025,"-99","-99","1",peu envahi (2),"0","-99",1680.99316406000,Pas de chantiers connus dans les 5 dernières années,Restauration peu envahi,3.34716118140,"0",Faible enjeu de conservation à l'échelle du massif,46.00000000000,Faibles Priorités - Score inférieur à 50
10154.18092290000,421.50139221900,1.01541809229,"19",DI terrain 2024,"-99","1","-99",intact,"0","0",96.35116416530,Chantiers dans les 5 dernières années,Surveillance,84.70994235910,"2",Fort enjeu de conservation à l'échelle du massif,95.00000000000,Très fortes priorités - Top 10% (score sup ou égal à 85)
19446.65840420000,555.12745614900,1.94466584042,"20",DI terrain 2024,"-99","0","-99",intact,"0","0",1291.06869146000,Pas de chantiers connus dans les 5 dernières années,Surveillance,62.23180229040,"2",Fort enjeu de conservation à l'échelle du massif,82.00000000000,Très fortes priorités - Top 25% (score compris entre 84 et 79)
10538.67132760000,404.04622068400,1.05386713276,"21",DI terrain 2024,"-99","6","-99",très envahi (6),"1","3",430.17652474900,Buffer de 200m autour d'un chantier historique,Restauration très envahi,63.97747360230,"2",Fort enjeu de conservation à l'échelle du massif,85.00000000000,Très fortes priorités - Top 10% (score sup ou égal à 85)
9549.75227875000,389.63240766900,0.95497522788,"22",DI terrain 2024,"-99","1","-99",peu envahi (1),"2","0",662.60743280200,Buffer de 200m autour d'un chantier historique,Restauration peu envahi,76.82365114310,"2",Fort enjeu de conservation à l'échelle du massif,91.00000000000,Très fortes priorités - Top 10% (score sup ou égal à 85)
15000.78543440000,493.38164290200,1.50007854344,"23",DI terrain 2024,"-99","1","-99",peu envahi (1),"0","0",2606.06327277000,Pas de chantiers connus dans les 5 dernières années,Restauration peu envahi,93.94448246710,"2",Fort enjeu de conservation à l'échelle du massif,79.00000000000,Très fortes priorités - Top 25% (score compris entre 84 et 79)
17402.06643550000,550.61783158000,1.74020664355,"24",DI terrain 2024,"-99","1","-99",intact,"0","0",1415.09308566000,Buffer de 200m autour d'un chantier historique,Surveillance,80.47507571070,"2",Fort enjeu de conservation à l'échelle du massif,87.00000000000,Très fortes priorités - Top 10% (score sup ou égal à 85)
40000.00000000000,800.00000000000,4.00000000000,"25",DI regional 2025,"-99","-99","1",peu envahi (2),"0","-99",7815.98046875000,Pas de chantiers connus dans les 5 dernières années,Restauration peu envahi,24.64496888760,"0",Faible enjeu de conservation à l'échelle du massif,50.00000000000,Priorités intermédiaires - Score compris entre 50 et 69
4972.93256979000,279.55515255500,0.49729325698,"26",DI terrain Piton de Caille 2021,"2","-99","-99",moyennement envahi (4),"6","3",378.49443891900,Buffer de 500m autour d'un chantier historique,Restauration moy envahi,37.75451070610,"0",Faible enjeu de conservation à l'échelle du massif,67.00000000000,Priorités intermédiaires - Score compris entre 50 et 69
9718.71010665000,389.57289304700,0.97187101067,"27",DI terrain 2024,"-99","4","-99",moyennement envahi (4),"3","3",248.01518882400,Buffer de 500m autour d'un chantier historique,Restauration moy envahi,36.84052193940,"1",Enjeu de conservation intermédiaire à l'échelle du massif,78.00000000000,Fortes priorités - Top 50% (score compris entre 78 et 70)
9207.78794392000,382.53924429900,0.92077879439,"28",DI terrain 2024,"-99","1","-99",intact,"1","1",607.06345208100,Buffer de 200m autour d'un chantier historique,Surveillance,6.81533133575,"0",Faible enjeu de conservation à l'échelle du massif,70.00000000000,Fortes priorités - Top 50% (score compris entre 78 et 70)
40000.00000000000,800.00000000000,4.00000000000,"29",DI regional 2025,"-99","-99","1",peu envahi (2),"0","-99",5885.79296875000,Pas de chantiers connus dans les 5 dernières années,Restauration peu envahi,41.64105276820,"1",Enjeu de conservation intermédiaire à l'échelle du massif,53.00000000000,Priorités intermédiaires - Score compris entre 50 et 69
14597.03460750000,522.46834837300,1.45970346075,"30",DI terrain 2024,"-99","1","-99",peu envahi (1),"2","3",1737.07705867000,Pas de chantiers connus dans les 5 dernières années,Restauration peu envahi,73.36283028840,"2",Fort enjeu de conservation à l'échelle du massif,81.00000000000,Très fortes priorités - Top 25% (score compris entre 84 et 79)
4780.43287574000,272.11151172400,0.47804328757,"31",DI terrain Piton de Caille 2021,"1","-99","-99",peu envahi (2),"1","1",437.96373488900,Buffer de 500m autour d'un chantier historique,Restauration peu envahi,46.58277815980,"1",Enjeu de conservation intermédiaire à l'échelle du massif,70.00000000000,Fortes priorités - Top 50% (score compris entre 78 et 70)
10117.56344020000,396.05780125000,1.01175634402,"32",DI terrain 2024,"-99","1","-99",intact,"0","0",910.49654371700,Pas de chantiers connus dans les 5 dernières années,Surveillance,44.11503879040,"0",Faible enjeu de conservation à l'échelle du massif,77.00000000000,Fortes priorités - Top 50% (score compris entre 78 et 70)
9944.54240006000,396.85128962500,0.99445424001,"33",DI terrain 2024,"-99","2","-99",peu envahi (2),"2","0",611.13452956000,Buffer de 500m autour d'un chantier historique,Restauration peu envahi,81.16432369920,"2",Fort enjeu de conservation à l'échelle du massif,87.00000000000,Très fortes priorités - Top 10% (score sup ou égal à 85)
23344.63911600000,582.57245869700,2.33446391160,"34",DI terrain 2024,"-99","1","-99",peu envahi (1),"2","3",2573.52734375000,Pas de chantiers connus dans les 5 dernières années,Restauration peu envahi,74.42183256100,"2",Fort enjeu de conservation à l'échelle du massif,74.00000000000,Fortes priorités - Top 50% (score compris entre 78 et 70)
40000.00000000000,800.00000000000,4.00000000000,"35",DI regional 2025,"-99","-99","1",peu envahi (2),"0","-99",71.16812133790,Pas de chantiers connus dans les 5 dernières années,Restauration peu envahi,64.02257618670,"2",Fort enjeu de conservation à l'échelle du massif,74.00000000000,Fortes priorités - Top 50% (score compris entre 78 et 70)
40000.00000000000,800.00000000000,4.00000000000,"36",DI regional 2025,"-99","-99","0",intact,"0","-99",561.44750976600,Pas de chantiers connus dans les 5 dernières années,Surveillance,55.63986845020,"2",Fort enjeu de conservation à l'échelle du massif,74.00000000000,Fortes priorités - Top 50% (score compris entre 78 et 70)
23801.21134550000,591.49482250300,2.38012113455,"37",DI terrain 2024,"-99","1","-99",peu envahi (1),"4","3",1066.53353436000,Pas de chantiers connus dans les 5 dernières années,Restauration peu envahi,22.03081708170,"0",Faible enjeu de conservation à l'échelle du massif,70.00000000000,Fortes priorités - Top 50% (score compris entre 78 et 70)
9953.36673147000,397.97813434300,0.99533667315,"38",DI terrain 2024,"-99","1","-99",peu envahi (1),"0","0",35.17126163220,Pas de chantiers connus dans les 5 dernières années,Restauration peu envahi,36.64043507980,"1",Enjeu de conservation intermédiaire à l'échelle du massif,68.00000000000,Priorités intermédiaires - Score compris entre 50 et 69
34951.01697760000,755.86181413300,3.49510169776,"39",DI terrain 2024,"-99","1","-99",peu envahi (1),"0","0",3042.30798252000,Pas de chantiers connus dans les 5 dernières années,Restauration peu envahi,33.78180689370,"1",Enjeu de conservation intermédiaire à l'échelle du massif,69.00000000000,Priorités intermédiaires - Score compris entre 50 et 69
4104.00090389000,251.44451412600,0.41040009039,"40",DI terrain Piton de Caille 2021,"1","-99","-99",peu envahi (2),"6","3",372.20263246500,Buffer de 500m autour d'un chantier historique,Restauration peu envahi,45.08067333200,"1",Enjeu de conservation intermédiaire à l'échelle du massif,72.00000000000,Fortes priorités - Top 50% (score compris entre 78 et 70)
9997.66083150000,396.87233276600,0.99976608315,"41",DI terrain 2024,"-99","6","-99",très envahi (6),"1","3",795.70411841500,Buffer de 500m autour d'un chantier historique,Restauration très envahi,4.25592033625,"0",Faible enjeu de conservation à l'échelle du massif,60.00000000000,Priorités intermédiaires - Score compris entre 50 et 69
9823.52676912000,396.05303761000,0.98235267691,"42",DI terrain 2024,"-99","1","-99",peu envahi (1),"0","0",2316.98756814000,Pas de chantiers connus dans les 5 dernières années,Restauration peu envahi,23.34487905840,"0",Faible enjeu de conservation à l'échelle du massif,67.00000000000,Priorités intermédiaires - Score compris entre 50 et 69
10144.38168510000,399.52567869600,1.01443816851,"43",DI terrain 2024,"-99","1","-99",intact,"0","0",647.27763977100,Pas de chantiers connus dans les 5 dernières années,Surveillance,8.35019511700,"0",Faible enjeu de conservation à l'échelle du massif,66.00000000000,Priorités intermédiaires - Score compris entre 50 et 69
14049.96195420000,486.48746043900,1.40499619542,"44",DI terrain 2024,"-99","1","-99",peu envahi (1),"2","3",117.36852499300,Buffer de 200m autour d'un chantier historique,Restauration peu envahi,4.19911083521,"0",Faible enjeu de conservation à l'échelle du massif,69.00000000000,Priorités intermédiaires - Score compris entre 50 et 69
9988.12457494000,395.79575887700,0.99881245749,"45",DI terrain 2024,"-99","6","-99",très envahi (6),"1","3",491.84276285900,Buffer de 500m autour d'un chantier historique,Restauration très envahi,24.48819675450,"0",Faible enjeu de conservation à l'échelle du massif,73.00000000000,Fortes priorités - Top 50% (score compris entre 78 et 70)
33237.92952150000,741.96271116800,3.32379295215,"46",DI terrain 2024,"-99","1","-99",peu envahi (1),"0","0",3080.94499889000,Pas de chantiers connus dans les 5 dernières années,Restauration peu envahi,34.10666064850,"1",Enjeu de conservation intermédiaire à l'échelle du massif,67.00000000000,Priorités intermédiaires - Score compris entre 50 et 69
9078.30960665000,362.87646429900,0.90783096067,"47",DI terrain 2024,"-99","1","-99",peu envahi (1),"4","3",722.00680746600,Buffer de 200m autour d'un chantier historique,Restauration peu envahi,53.93893486670,"1",Enjeu de conservation intermédiaire à l'échelle du massif,84.00000000000,Très fortes priorités - Top 25% (score compris entre 84 et 79)
3982.89444504000,249.36047355900,0.39828944450,"48",DI terrain Piton de Caille 2021,"2","-99","-99",moyennement envahi (4),"4","3",646.49702116700,Buffer de 500m autour d'un chantier historique,Restauration moy envahi,40.76916038470,"1",Enjeu de conservation intermédiaire à l'échelle du massif,70.00000000000,Fortes priorités - Top 50% (score compris entre 78 et 70)
10231.22291600000,398.72396322700,1.02312229160,"49",DI terrain 2024,"-99","1","-99",peu envahi (1),"1","3",86.80038433900,Chantiers dans les 5 dernières années,Restauration peu envahi,47.41212610680,"2",Fort enjeu de conservation à l'échelle du massif,79.00000000000,Très fortes priorités - Top 25% (score compris entre 84 et 79)
34926.22265180000,722.11263555700,3.49262226518,"50",DI regional 2025,"-99","-99","1",peu envahi (2),"0","-99",1529.93040415000,Pas de chantiers connus dans les 5 dernières années,Restauration peu envahi,50.80983397960,"2",Fort enjeu de conservation à l'échelle du massif,61.00000000000,Priorités intermédiaires - Score compris entre 50 et 69
5857.01664213000,345.36902038200,0.58570166421,"51",DI terrain 2024,"-99","1","-99",peu envahi (1),"2","3",692.19845851800,Buffer de 500m autour d'un chantier historique,Restauration peu envahi,71.22588192480,"2",Fort enjeu de conservation à l'échelle du massif,88.00000000000,Très fortes priorités - Top 10% (score sup ou égal à 85)
14531.32423210000,523.72535361700,1.45313242321,"52",DI terrain 2024,"-99","1","-99",peu envahi (1),"0","0",1014.47204085000,Pas de chantiers connus dans les 5 dernières années,Restauration peu envahi,56.08827279420,"2",Fort enjeu de conservation à l'échelle du massif,80.00000000000,Très fortes priorités - Top 25% (score compris entre 84 et 79)
3733.74960766000,243.65412261900,0.37337496077,"53",DI terrain Piton de Caille 2021,"2","-99","-99",moyennement envahi (4),"3","3",313.84665783000,Buffer de 200m autour d'un chantier historique,Restauration moy envahi,40.77087203980,"1",Enjeu de conservation intermédiaire à l'échelle du massif,69.00000000000,Priorités intermédiaires - Score compris entre 50 et 69
29193.51306620000,651.69062651100,2.91935130662,"54",DI regional 2025,"-99","-99","1",peu envahi (2),"0","-99",2722.59802246000,Pas de chantiers connus dans les 5 dernières années,Restauration peu envahi,60.81833636560,"2",Fort enjeu de conservation à l'échelle du massif,59.00000000000,Priorités intermédiaires - Score compris entre 50 et 69
9494.91852509000,388.02326756500,0.94949185251,"55",DI terrain 2024,"-99","1","-99",peu envahi (1),"2","1",39.56020861170,Buffer de 500m autour d'un chantier historique,Restauration peu envahi,4.40841759421,"0",Faible enjeu de conservation à l'échelle du massif,68.00000000000,Priorités intermédiaires - Score compris entre 50 et 69
3867.76877954000,247.66755317700,0.38677687795,"56",DI terrain Piton de Caille 2021,"1","-99","-99",peu envahi (2),"3","3",533.85383729700,Buffer de 500m autour d'un chantier historique,Restauration peu envahi,62.96540194240,"2",Fort enjeu de conservation à l'échelle du massif,77.00000000000,Fortes priorités - Top 50% (score compris entre 78 et 70)
17452.87098350000,521.18477249900,1.74528709835,"57",DI terrain 2024,"-99","2","-99",peu envahi (2),"0","0",205.77710130000,Pas de chantiers connus dans les 5 dernières années,Restauration peu envahi,36.40101242070,"1",Enjeu de conservation intermédiaire à l'échelle du massif,63.00000000000,Priorités intermédiaires - Score compris entre 50 et 69
42581.18535890000,795.03941141500,4.25811853589,"58",DI regional 2025,"-99","-99","1",peu envahi (2),"0","-99",676.51019944300,Pas de chantiers connus dans les 5 dernières années,Restauration peu envahi,43.72624052700,"0",Faible enjeu de conservation à l'échelle du massif,67.00000000000,Priorités intermédiaires - Score compris entre 50 et 69
19170.17012350000,551.34330114600,1.91701701235,"59",DI terrain 2024,"-99","2","-99",peu envahi (2),"1","0",5480.39304551000,Pas de chantiers connus dans les 5 dernières années,Restauration peu envahi,52.69060709320,"2",Fort enjeu de conservation à l'échelle du massif,73.00000000000,Fortes priorités - Top 50% (score compris entre 78 et 70)
6667.76475800000,317.65541148800,0.66677647580,"60",DI terrain 2024,"-99","1","-99",peu envahi (1),"1","3",51.08182004240,Buffer de 200m autour d'un chantier historique,Restauration peu envahi,7.18005139539,"0",Faible enjeu de conservation à l'échelle du massif,65.00000000000,Priorités intermédiaires - Score compris entre 50 et 69
22501.32007880000,599.47891679000,2.25013200788,"61",DI terrain 2024,"-99","1","-99",intact,"4","3",513.65828263500,Pas de chantiers connus dans les 5 dernières années,Surveillance,50.08642687060,"2",Fort enjeu de conservation à l'échelle du massif,78.00000000000,Fortes priorités - Top 50% (score compris entre 78 et 70)
34733.52328350000,754.08787492400,3.47335232835,"62",DI terrain 2024,"-99","0","-99",intact,"1","1",3467.36499532000,Pas de chantiers connus dans les 5 dernières années,Surveillance,41.58236390820,"1",Enjeu de conservation intermédiaire à l'échelle du massif,73.00000000000,Fortes priorités - Top 50% (score compris entre 78 et 70)
9957.60095860000,393.50981654900,0.99576009586,"63",DI terrain 2024,"-99","1","-99",peu envahi (1),"1","1",527.51093777700,Buffer de 500m autour d'un chantier historique,Restauration peu envahi,45.39371662940,"0",Faible enjeu de conservation à l'échelle du massif,80.00000000000,Très fortes priorités - Top 25% (score compris entre 84 et 79)
40000.00000000000,800.00000000000,4.00000000000,"64",DI regional 2025,"-99","-99","0",intact,"0","-99",1246.93188477000,Pas de chantiers connus dans les 5 dernières années,Surveillance,54.91703337910,"2",Fort enjeu de conservation à l'échelle du massif,74.00000000000,Fortes priorités - Top 50% (score compris entre 78 et 70)
22874.93937700000,602.73469132100,2.28749393770,"65",DI terrain 2024,"-99","1","-99",intact,"1","1",254.77740037300,Pas de chantiers connus dans les 5 dernières années,Surveillance,15.02550995690,"0",Faible enjeu de conservation à l'échelle du massif,68.00000000000,Priorités intermédiaires - Score compris entre 50 et 69
40000.00000000000,800.00000000000,4.00000000000,"66",DI regional 2025,"-99","-99","1",peu envahi (2),"0","-99",7079.28564453000,Pas de chantiers connus dans les 5 dernières années,Restauration peu envahi,51.50701987500,"2",Fort enjeu de conservation à l'échelle du massif,56.00000000000,Priorités intermédiaires - Score compris entre 50 et 69
23767.71754430000,1010.07387413000,2.37677175443,"67",DI regional 2025,"-99","-99","1",peu envahi (2),"0","-99",1991.19470215000,Pas de chantiers connus dans les 5 dernières années,Restauration peu envahi,4.48489466036,"0",Faible enjeu de conservation à l'échelle du massif,45.00000000000,Faibles Priorités - Score inférieur à 50
9438.20641718000,375.48570807200,0.94382064172,"68",DI terrain 2024,"-99","2","-99",peu envahi (2),"1","1",626.19246000400,Buffer de 500m autour d'un chantier historique,Restauration peu envahi,52.66591491300,"2",Fort enjeu de conservation à l'échelle du massif,72.00000000000,Fortes priorités - Top 50% (score compris entre 78 et 70)
15354.51459470000,517.39209011800,1.53545145947,"69",DI terrain 2024,"-99","1","-99",intact,"0","0",1528.92523352000,Pas de chantiers connus dans les 5 dernières années,Surveillance,90.80475971250,"2",Fort enjeu de conservation à l'échelle du massif,83.00000000000,Très fortes priorités - Top 25% (score compris entre 84 et 79)
9702.91099906000,391.80848584700,0.97029109991,"70",DI terrain 2024,"-99","1","-99",intact,"0","0",1259.01973448000,Buffer de 500m autour d'un chantier historique,Surveillance,58.63384699400,"2",Fort enjeu de conservation à l'échelle du massif,84.00000000000,Très fortes priorités - Top 25% (score compris entre 84 et 79)
10250.57531050000,401.08831826800,1.02505753105,"71",DI terrain 2024,"-99","2","-99",peu envahi (2),"1","3",731.67523193400,Buffer de 500m autour d'un chantier historique,Restauration peu envahi,74.90354058110,"2",Fort enjeu de conservation à l'échelle du massif,78.00000000000,Fortes priorités - Top 50% (score compris entre 78 et 70)
15449.44130840000,493.07944987500,1.54494413084,"72",DI terrain 2024,"-99","4","-99",moyennement envahi (4),"4","3",535.16150704900,Pas de chantiers connus dans les 5 dernières années,Restauration moy envahi,58.81240747340,"2",Fort enjeu de conservation à l'échelle du massif,72.00000000000,Fortes priorités - Top 50% (score compris entre 78 et 70)
9751.02060114000,393.56612614700,0.97510206011,"73",DI terrain 2024,"-99","1","-99",intact,"0","0",218.85654201000,Chantiers dans les 5 dernières années,Surveillance,76.77954379700,"2",Fort enjeu de conservation à l'échelle du massif,93.00000000000,Très fortes priorités - Top 10% (score sup ou égal à 85)
3039.51240431000,244.86084538900,0.30395124043,"74",DI regional 2025,"-99","-99","1",peu envahi (2),"0","-99",8069.34094562000,Pas de chantiers connus dans les 5 dernières années,Restauration peu envahi,45.01141698240,"1",Enjeu de conservation intermédiaire à l'échelle du massif,51.00000000000,Priorités intermédiaires - Score compris entre 50 et 69
9739.60874746000,390.40639683400,0.97396087475,"75",DI terrain 2024,"-99","1","-99",intact,"1","1",1035.15106109000,Buffer de 500m autour d'un chantier historique,Surveillance,43.84745585980,"0",Faible enjeu de conservation à l'échelle du massif,80.00000000000,Très fortes priorités - Top 25% (score compris entre 84 et 79)
15581.24297270000,622.22858531500,1.55812429727,"76",DI regional 2025,"-99","-99","1",peu envahi (2),"0","-99",2365.83935547000,Pas de chantiers connus dans les 5 dernières années,Restauration peu envahi,49.00317792770,"1",Enjeu de conservation intermédiaire à l'échelle du massif,58.00000000000,Priorités intermédiaires - Score compris entre 50 et 69
3524.40713590000,248.02611093200,0.35244071359,"77",DI regional 2025,"-99","-99","1",peu envahi (2),"0","-99",2277.51782227000,Pas de chantiers connus dans les 5 dernières années,Restauration peu envahi,48.37044487270,"1",Enjeu de conservation intermédiaire à l'échelle du massif,58.00000000000,Priorités intermédiaires - Score compris entre 50 et 69
14642.82383630000,474.22194791900,1.46428238363,"78",DI terrain 2024,"-99","1","-99",peu envahi (1),"1","3",5392.81296198000,Pas de chantiers connus dans les 5 dernières années,Restauration peu envahi,11.95806933730,"0",Faible enjeu de conservation à l'échelle du massif,59.00000000000,Priorités intermédiaires - Score compris entre 50 et 69
3851.57720925000,246.66906819200,0.38515772093,"79",DI terrain Piton de Caille 2021,"1","-99","-99",peu envahi (2),"2","3",178.59521357200,Buffer de 200m autour d'un chantier historique,Restauration peu envahi,8.06317265418,"0",Faible enjeu de conservation à l'échelle du massif,62.00000000000,Priorités intermédiaires - Score compris entre 50 et 69
10188.12702250000,398.78487845600,1.01881270225,"80",DI terrain 2024,"-99","1","-99",intact,"0","0",504.75050409200,Chantiers dans les 5 dernières années,Surveillance,10.60720273730,"0",Faible enjeu de conservation à l'échelle du massif,73.00000000000,Fortes priorités - Top 50% (score compris entre 78 et 70)
8234.15874353000,384.36824062500,0.82341587435,"81",DI terrain Piton de Caille 2021,"1","-99","-99",peu envahi (2),"1","3",1135.04755565000,Buffer de 500m autour d'un chantier historique,Restauration peu envahi,70.94716222430,"2",Fort enjeu de conservation à l'échelle du massif,80.00000000000,Très fortes priorités - Top 25% (score compris entre 84 et 79)
10206.60310280000,397.15725745100,1.02066031028,"82",DI terrain 2024,"-99","2","-99",intact,"0","0",2575.74198327000,Pas de chantiers connus dans les 5 dernières années,Surveillance,79.36918404490,"2",Fort enjeu de conservation à l'échelle du massif,77.00000000000,Fortes priorités - Top 50% (score compris entre 78 et 70)
34774.62263310000,726.87551032400,3.47746226331,"83",DI regional 2025,"-99","-99","0",intact,"0","-99",405.95056152300,Pas de chantiers connus dans les 5 dernières années,Surveillance,86.06689641540,"2",Fort enjeu de conservation à l'échelle du massif,83.00000000000,Très fortes priorités - Top 25% (score compris entre 84 et 79)
13052.32502820000,457.87385887600,1.30523250282,"84",DI terrain 2024,"-99","1","-99",peu envahi (1),"4","3",303.01000463200,Pas de chantiers connus dans les 5 dernières années,Restauration peu envahi,65.70517300830,"2",Fort enjeu de conservation à l'échelle du massif,83.00000000000,Très fortes priorités - Top 25% (score compris entre 84 et 79)
40000.00000000000,800.00000000000,4.00000000000,"85",DI regional 2025,"-99","-99","0",intact,"0","-99",890.45245361300,Pas de chantiers connus dans les 5 dernières années,Surveillance,82.79245675090,"2",Fort enjeu de conservation à l'échelle du massif,82.00000000000,Très fortes priorités - Top 25% (score compris entre 84 et 79)
11530.43465730000,621.76960417100,1.15304346573,"86",DI regional 2025,"-99","-99","1",peu envahi (2),"0","-99",2502.21044922000,Pas de chantiers connus dans les 5 dernières années,Restauration peu envahi,36.89187707300,"0",Faible enjeu de conservation à l'échelle du massif,54.00000000000,Priorités intermédiaires - Score compris entre 50 et 69
10112.71385710000,398.84491824900,1.01127138571,"87",DI terrain 2024,"-99","1","-99",peu envahi (1),"0","0",1760.19835279000,Buffer de 500m autour d'un chantier historique,Restauration peu envahi,46.58854527410,"1",Enjeu de conservation intermédiaire à l'échelle du massif,78.00000000000,Fortes priorités - Top 50% (score compris entre 78 et 70)
39559.37662070000,887.78600616100,3.95593766207,"88",DI regional 2025,"-99","-99","0",intact,"0","-99",322.65171011500,Pas de chantiers connus dans les 5 dernières années,Surveillance,79.03433792140,"2",Fort enjeu de conservation à l'échelle du massif,81.00000000000,Très fortes priorités - Top 25% (score compris entre 84 et 79)
